2.853479199999999949e+01 2.615915299999999988e+01 4.687800699999999665e+01
2.680814900000000023e+01 2.470586799999999883e+01 4.362648200000000287e+01
2.513488299999999853e+01 2.329749599999999887e+01 4.051118100000000055e+01
2.351499499999999898e+01 2.193403899999999851e+01 3.753210299999999933e+01
2.194848299999999952e+01 2.061549600000000027e+01 3.468924899999999667e+01
2.043534899999999865e+01 1.934186800000000162e+01 3.198261799999999866e+01
1.897559199999999890e+01 1.811315300000000050e+01 2.941221099999999922e+01
1.756921200000000027e+01 1.692935299999999899e+01 2.697802700000000087e+01
1.621620899999999921e+01 1.579046699999999959e+01 2.468006700000000109e+01
1.491658299999999926e+01 1.469649599999999978e+01 2.251833099999999988e+01
1.367033499999999968e+01 1.364743900000000032e+01 2.049281699999999873e+01
1.247746300000000019e+01 1.264329599999999942e+01 1.860352800000000073e+01
1.133796899999999930e+01 1.168406700000000065e+01 1.685046200000000027e+01
1.025185100000000027e+01 1.076975299999999969e+01 1.523361899999999913e+01
9.219110999999999834e+00 9.900353000000000847e+00 1.375300000000000011e+01
8.239748000000000516e+00 9.075867000000000573e+00 1.240860400000000041e+01
7.313761999999999652e+00 8.296295000000000641e+00 1.120043199999999928e+01
6.441154000000000046e+00 7.561638000000000304e+00 1.012848400000000026e+01
5.621921999999999642e+00 6.871895000000000309e+00 9.192759000000000569e+00
4.856067000000000355e+00 6.227066999999999908e+00 8.393257000000000190e+00
4.143589999999999662e+00 5.627151999999999710e+00 7.729979000000000156e+00
3.484490000000000087e+00 5.072151999999999994e+00 7.202924999999999578e+00
2.878766999999999854e+00 4.562065999999999732e+00 6.812092999999999954e+00
2.326420999999999850e+00 4.051980000000000359e+00 6.421261999999999581e+00
1.841042999999999985e+00 3.520049000000000206e+00 5.918288999999999689e+00
1.440396000000000010e+00 3.006653000000000020e+00 5.351188999999999751e+00
1.123405999999999905e+00 2.540652999999999828e+00 4.767688999999999844e+00
8.792529999999999513e-01 2.138599000000000139e+00 4.207408000000000037e+00
6.964780000000000415e-01 1.803938000000000041e+00 3.694049999999999834e+00
5.642420000000000213e-01 1.532747000000000082e+00 3.239653000000000116e+00
4.735969999999999902e-01 1.319477000000000011e+00 2.848847000000000129e+00
4.171590000000000020e-01 1.157170000000000032e+00 2.520204999999999806e+00
3.887809999999999877e-01 1.037681000000000076e+00 2.247583999999999804e+00
3.836519999999999930e-01 9.521060000000000079e-01 2.022663999999999795e+00
3.983900000000000219e-01 8.912050000000000249e-01 1.837490999999999985e+00
4.296980000000000244e-01 8.464789999999999814e-01 1.684571000000000041e+00
4.730119999999999880e-01 8.112489999999999979e-01 1.556974000000000080e+00
5.222550000000000248e-01 7.808040000000000536e-01 1.448158999999999974e+00
5.695890000000000120e-01 7.525549999999999740e-01 1.351806000000000063e+00
6.065089999999999648e-01 7.253669999999999840e-01 1.263277999999999901e+00
6.249289999999999567e-01 6.988830000000000320e-01 1.181079999999999908e+00
6.196859999999999591e-01 6.730340000000000211e-01 1.105826999999999893e+00
5.910349999999999770e-01 6.475300000000000500e-01 1.039204000000000017e+00
5.435290000000000399e-01 6.222729999999999650e-01 9.822950000000000292e-01
4.848879999999999857e-01 5.977479999999999460e-01 9.339030000000000387e-01
4.229669999999999819e-01 5.744909999999999739e-01 8.922400000000000331e-01
3.627199999999999869e-01 5.525369999999999449e-01 8.566070000000000073e-01
3.069359999999999866e-01 5.313360000000000305e-01 8.261209999999999942e-01
2.569870000000000210e-01 5.096650000000000347e-01 7.984489999999999643e-01
2.133269999999999889e-01 4.863660000000000205e-01 7.713079999999999936e-01
1.760049999999999948e-01 4.610960000000000059e-01 7.439729999999999954e-01
1.446330000000000116e-01 4.338420000000000054e-01 7.162460000000000493e-01
1.183570000000000039e-01 4.044550000000000090e-01 6.874240000000000350e-01
9.627600000000000047e-02 3.731579999999999897e-01 6.570749999999999647e-01
7.786999999999999478e-02 3.410659999999999803e-01 6.258070000000000022e-01
6.280600000000000072e-02 3.094999999999999973e-01 5.945319999999999494e-01
5.074700000000000044e-02 2.793120000000000047e-01 5.637219999999999454e-01
4.132399999999999962e-02 2.510330000000000061e-01 5.335800000000000542e-01
3.411000000000000143e-02 2.250250000000000028e-01 5.042050000000000143e-01
2.886100000000000124e-02 2.015339999999999909e-01 4.755110000000000170e-01
2.576200000000000018e-02 1.807350000000000068e-01 4.471459999999999879e-01
2.491799999999999918e-02 1.626569999999999960e-01 4.188419999999999921e-01
2.584399999999999892e-02 1.471139999999999948e-01 3.907729999999999815e-01
2.795399999999999968e-02 1.338350000000000095e-01 3.633350000000000191e-01
3.105600000000000027e-02 1.225979999999999986e-01 3.369320000000000093e-01
3.508100000000000107e-02 1.132019999999999971e-01 3.118960000000000066e-01
3.981500000000000317e-02 1.054419999999999941e-01 2.884209999999999829e-01
4.500599999999999740e-02 9.916099999999999914e-02 2.667019999999999946e-01
5.047100000000000197e-02 9.430900000000000394e-02 2.470849999999999991e-01
5.601600000000000329e-02 9.087499999999999745e-02 2.297710000000000030e-01
6.136099999999999888e-02 8.881100000000000105e-02 2.145160000000000122e-01
6.633500000000000507e-02 8.804199999999999526e-02 2.010280000000000122e-01
7.107700000000000129e-02 8.847099999999999409e-02 1.893589999999999995e-01
7.573799999999999977e-02 8.991699999999999693e-02 1.795549999999999924e-01
8.017599999999999727e-02 9.203899999999999582e-02 1.713109999999999911e-01
8.432199999999999418e-02 9.458500000000000241e-02 1.642919999999999936e-01
8.855000000000000371e-02 9.763199999999999656e-02 1.584589999999999888e-01
9.317999999999999894e-02 1.012669999999999959e-01 1.538519999999999888e-01
9.798900000000000665e-02 1.052639999999999965e-01 1.503720000000000057e-01
1.027310000000000029e-01 1.093220000000000025e-01 1.478289999999999882e-01
1.076539999999999997e-01 1.132940000000000058e-01 1.459910000000000097e-01
1.130209999999999965e-01 1.171220000000000039e-01 1.447140000000000093e-01
1.186379999999999935e-01 1.207639999999999963e-01 1.440829999999999889e-01
1.241339999999999943e-01 1.242319999999999952e-01 1.441989999999999938e-01
1.292449999999999988e-01 1.276210000000000122e-01 1.449719999999999898e-01
1.338799999999999990e-01 1.309760000000000091e-01 1.461909999999999876e-01
1.381779999999999953e-01 1.341549999999999965e-01 1.475829999999999920e-01
1.422360000000000013e-01 1.370129999999999959e-01 1.489560000000000051e-01
1.458250000000000102e-01 1.395770000000000066e-01 1.503390000000000004e-01
1.486020000000000119e-01 1.419209999999999916e-01 1.518740000000000090e-01
1.503120000000000012e-01 1.440460000000000074e-01 1.537080000000000113e-01
1.507969999999999866e-01 1.458790000000000087e-01 1.558029999999999970e-01
1.500070000000000014e-01 1.472769999999999913e-01 1.577379999999999893e-01
1.480090000000000017e-01 1.480899999999999994e-01 1.590570000000000039e-01
1.449960000000000138e-01 1.482340000000000046e-01 1.596079999999999999e-01
1.411489999999999967e-01 1.476760000000000017e-01 1.595040000000000069e-01
1.365079999999999905e-01 1.464310000000000056e-01 1.590749999999999942e-01
1.311569999999999958e-01 1.445490000000000108e-01 1.585360000000000102e-01
1.254149999999999987e-01 1.421050000000000091e-01 1.576510000000000133e-01
1.194989999999999941e-01 1.391129999999999867e-01 1.561919999999999975e-01
1.131759999999999988e-01 1.354239999999999888e-01 1.544069999999999887e-01
1.062540000000000012e-01 1.309659999999999991e-01 1.524929999999999897e-01
9.906700000000000228e-02 1.259730000000000016e-01 1.500710000000000099e-01
9.207600000000000506e-02 1.206750000000000045e-01 1.467660000000000076e-01
8.546900000000000330e-02 1.149840000000000029e-01 1.427819999999999923e-01
7.917100000000000526e-02 1.087769999999999987e-01 1.384330000000000005e-01
7.284799999999999609e-02 1.021729999999999999e-01 1.336590000000000000e-01
6.628499999999999670e-02 9.541299999999999781e-02 1.283430000000000126e-01
5.976200000000000262e-02 8.872800000000000131e-02 1.226190000000000058e-01
5.365899999999999836e-02 8.222899999999999654e-02 1.166449999999999987e-01
4.806499999999999662e-02 7.577899999999999914e-02 1.103719999999999979e-01
4.290499999999999869e-02 6.921900000000000275e-02 1.037280000000000008e-01
3.806400000000000061e-02 6.257799999999999474e-02 9.680500000000000216e-02
3.343900000000000344e-02 5.599599999999999717e-02 8.974899999999999545e-02
2.899600000000000094e-02 4.964699999999999669e-02 8.265599999999999337e-02
2.473500000000000004e-02 4.363999999999999824e-02 7.557400000000000229e-02
2.066399999999999834e-02 3.791499999999999732e-02 6.849800000000000333e-02
1.681099999999999955e-02 3.239399999999999918e-02 6.144999999999999768e-02
1.324799999999999936e-02 2.712200000000000027e-02 5.455399999999999833e-02
1.004900000000000064e-02 2.218900000000000039e-02 4.794099999999999751e-02
7.250000000000000368e-03 1.764800000000000049e-02 4.164700000000000346e-02
4.845999999999999613e-03 1.350100000000000085e-02 3.564799999999999913e-02
2.778999999999999786e-03 9.683000000000000634e-03 2.989999999999999949e-02
9.840000000000000656e-04 6.141999999999999890e-03 2.437900000000000136e-02
-5.609999999999999752e-04 2.928000000000000047e-03 1.913199999999999970e-02
-1.907999999999999974e-03 8.700000000000000051e-05 1.423899999999999992e-02
-3.203000000000000118e-03 -2.443999999999999992e-03 9.794999999999999887e-03
-4.531999999999999570e-03 -4.759000000000000209e-03 5.832000000000000378e-03
-5.758000000000000097e-03 -6.899999999999999883e-03 2.252000000000000095e-03
-6.728999999999999738e-03 -8.845000000000000431e-03 -1.064999999999999974e-03
-7.474999999999999874e-03 -1.049500000000000086e-02 -4.158000000000000237e-03
-8.064999999999999253e-03 -1.177800000000000027e-02 -7.047000000000000312e-03
-8.463000000000000037e-03 -1.275500000000000071e-02 -9.792999999999999622e-03
-8.675999999999999684e-03 -1.356199999999999940e-02 -1.240100000000000056e-02
-8.904999999999999721e-03 -1.434200000000000058e-02 -1.472399999999999924e-02
-9.306000000000000036e-03 -1.513199999999999962e-02 -1.661599999999999883e-02
-9.759000000000000313e-03 -1.574599999999999958e-02 -1.809799999999999950e-02
-1.009900000000000034e-02 -1.604500000000000023e-02 -1.931099999999999831e-02
-1.035200000000000009e-02 -1.620600000000000165e-02 -2.046900000000000108e-02
-1.060400000000000058e-02 -1.643700000000000022e-02 -2.164299999999999904e-02
-1.086299999999999939e-02 -1.669599999999999904e-02 -2.253499999999999948e-02
-1.109899999999999949e-02 -1.686299999999999952e-02 -2.293200000000000099e-02
-1.128000000000000010e-02 -1.690600000000000089e-02 -2.314899999999999944e-02
-1.136099999999999957e-02 -1.685899999999999899e-02 -2.351100000000000065e-02
-1.128200000000000036e-02 -1.678800000000000084e-02 -2.381499999999999936e-02
-1.107799999999999931e-02 -1.673600000000000088e-02 -2.380699999999999830e-02
-1.099600000000000057e-02 -1.666000000000000120e-02 -2.364300000000000082e-02
-1.119200000000000056e-02 -1.651700000000000043e-02 -2.350700000000000012e-02
-1.142999999999999919e-02 -1.636500000000000107e-02 -2.322700000000000112e-02
-1.139599999999999988e-02 -1.624000000000000096e-02 -2.264199999999999893e-02
-1.102000000000000028e-02 -1.605499999999999983e-02 -2.196000000000000035e-02
-1.042099999999999971e-02 -1.571799999999999933e-02 -2.140900000000000095e-02
-9.865000000000000505e-03 -1.527000000000000059e-02 -2.088100000000000026e-02
-9.534000000000000807e-03 -1.481299999999999978e-02 -2.019500000000000114e-02
-9.306000000000000036e-03 -1.444199999999999998e-02 -1.936500000000000027e-02
-9.001999999999999585e-03 -1.417500000000000010e-02 -1.846799999999999831e-02
-8.647000000000000172e-03 -1.387999999999999998e-02 -1.751899999999999985e-02
-8.309999999999999679e-03 -1.344099999999999982e-02 -1.656300000000000133e-02
-7.952000000000000735e-03 -1.293399999999999932e-02 -1.576599999999999877e-02
-7.511999999999999580e-03 -1.245800000000000032e-02 -1.521600000000000036e-02
-6.995999999999999615e-03 -1.198399999999999986e-02 -1.473000000000000004e-02
-6.440000000000000412e-03 -1.145200000000000037e-02 -1.410100000000000069e-02
-5.866999999999999819e-03 -1.087300000000000072e-02 -1.334699999999999949e-02
-5.303000000000000422e-03 -1.028699999999999927e-02 -1.258399999999999970e-02
-4.795999999999999916e-03 -9.714999999999999677e-03 -1.189699999999999959e-02
-4.388000000000000407e-03 -9.143000000000000085e-03 -1.131300000000000014e-02
-4.089999999999999886e-03 -8.505000000000000407e-03 -1.078400000000000018e-02
-3.867999999999999911e-03 -7.772000000000000262e-03 -1.024699999999999916e-02
-3.625999999999999883e-03 -7.040000000000000251e-03 -9.686000000000000165e-03
-3.295000000000000186e-03 -6.414999999999999696e-03 -9.105999999999999511e-03
-2.922000000000000118e-03 -5.890000000000000270e-03 -8.498000000000000345e-03
-2.589999999999999854e-03 -5.402999999999999817e-03 -7.870000000000000259e-03
-2.338999999999999933e-03 -4.887999999999999984e-03 -7.258999999999999828e-03
-2.148000000000000170e-03 -4.336999999999999710e-03 -6.686000000000000103e-03
-1.923000000000000013e-03 -3.854999999999999920e-03 -6.107999999999999714e-03
-1.608000000000000054e-03 -3.533999999999999815e-03 -5.499000000000000415e-03
-1.286999999999999950e-03 -3.324999999999999831e-03 -4.941000000000000079e-03
-1.049000000000000019e-03 -3.141000000000000129e-03 -4.523000000000000111e-03
-8.350000000000000217e-04 -2.958999999999999825e-03 -4.250999999999999571e-03
-5.699999999999999772e-04 -2.775000000000000123e-03 -4.052000000000000046e-03
-2.759999999999999867e-04 -2.546000000000000086e-03 -3.772999999999999878e-03
-5.700000000000000314e-05 -2.242000000000000069e-03 -3.337000000000000122e-03
-8.000000000000000654e-05 -1.882999999999999908e-03 -2.887999999999999942e-03
-3.699999999999999947e-04 -1.534999999999999906e-03 -2.580999999999999961e-03
-6.229999999999999644e-04 -1.304000000000000038e-03 -2.371999999999999977e-03
-5.910000000000000539e-04 -1.231000000000000106e-03 -2.154999999999999798e-03
-4.820000000000000066e-04 -1.191999999999999917e-03 -1.891000000000000103e-03
-5.389999999999999826e-04 -1.061000000000000094e-03 -1.590999999999999966e-03
-6.139999999999999625e-04 -8.670000000000000406e-04 -1.293000000000000095e-03
-5.249999999999999676e-04 -6.800000000000000488e-04 -1.030000000000000100e-03
-4.020000000000000136e-04 -4.870000000000000197e-04 -7.969999999999999654e-04
-4.159999999999999744e-04 -2.750000000000000166e-04 -5.919999999999999698e-04
-4.979999999999999618e-04 -1.140000000000000063e-04 -4.580000000000000195e-04
-5.119999999999999768e-04 -5.300000000000000078e-05 -4.099999999999999912e-04
-4.189999999999999931e-04 -3.000000000000000076e-05 -3.570000000000000040e-04
-2.579999999999999828e-04 2.599999999999999840e-05 -2.380000000000000117e-04
-1.279999999999999942e-04 7.399999999999999623e-05 -1.669999999999999935e-04
-8.600000000000000331e-05 5.300000000000000078e-05 -2.310000000000000042e-04
-4.899999999999999842e-05 -2.900000000000000017e-05 -2.999999999999999737e-04
5.199999999999999680e-05 -1.320000000000000101e-04 -2.380000000000000117e-04
1.160000000000000007e-04 -2.220000000000000022e-04 -1.160000000000000007e-04
5.399999999999999798e-05 -2.519999999999999996e-04 -6.700000000000000226e-05
-2.599999999999999840e-05 -1.530000000000000056e-04 -1.430000000000000064e-04
-1.399999999999999979e-05 3.000000000000000076e-05 -2.380000000000000117e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
